"Scientific_Name";"Duration";"Active_Growth_Period";"Foliage_Color";"pH_Min";"pH_Max";"Precip_Min";"Precip_Max";"Shade_Tolerance";"Temp_Min_F"
"Sporobolus vaginiflorus var. vaginiflorus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Sporobolus virginicus";"Perennial";"Year Round";"Green";6;8;20;40;"Intermediate";17
"Stachys";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stachys aspera";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys clingmanii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys cordata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys hyssopifolia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys latidens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys longispicata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stachys palustris";"Perennial";"Spring and Summer";"Dark Green";5,7;8;14;55;"Intermediate";-38
"Stachys tenuifolia";"Perennial";"Spring and Summer";"Green";5,7;7,4;28;55;"Tolerant";-33
"Staphylea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Staphylea trifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria alsine";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria borealis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria borealis ssp. borealis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria graminea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria longifolia";"Perennial";"Spring and Summer";"Dark Green";4;6,5;14;55;"Tolerant";-38
"Stellaria longifolia var. longifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria longipes";"Perennial";"Spring";"Green";4,8;8,5;10;55;"Intermediate";-33
"Stellaria longipes ssp. longipes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria media";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria media ssp. media";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stellaria pubera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stenanthium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stenanthium gramineum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stenanthium gramineum var. gramineum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stenanthium gramineum var. robustum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus amplexifolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus amplexifolius var. amplexifolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus lanceolatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus lanceolatus var. lanceolatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Streptopus lanceolatus var. roseus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Strophostyles";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Strophostyles helvola";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Strophostyles leiosperma";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Strophostyles umbellata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stuckenia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stuckenia pectinata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stylophorum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stylophorum diphyllum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Stylosanthes";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stylosanthes biflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Styphnolobium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Styphnolobium japonicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Suaeda";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Suaeda linearis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Suaeda maritima";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Suaeda maritima ssp. maritima";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphoricarpos";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Symphoricarpos albus";"Perennial";"Spring and Summer";"Green";6;7,8;12;45;"Intolerant";-38
"Symphoricarpos albus var. albus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphoricarpos albus var. laevigatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphoricarpos occidentalis";"Perennial";"Spring";"Green";6,6;8;12;45;"Intermediate";-36
"Symphoricarpos orbiculatus";"Perennial";"Spring and Summer";"Green";5,5;7,5;15;60;"Intermediate";-23
"Symphyotrichum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum ×amethystinum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum concolor";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum cordifolium";"Perennial";"Spring, Summer, Fall";"Gray-Green";5,7;7,5;16;50;"Intolerant";-38
"Symphyotrichum depauperatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum drummondii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum drummondii var. drummondii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum dumosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum dumosum var. dumosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum dumosum var. strictior";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum dumosum var. subulifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum ericoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum ericoides var. ericoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum laeve";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum laeve var. concinnum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum laeve var. laeve";"Perennial";"Spring and Summer";"Green";5,8;7,8;20;35;"Intolerant";-43
"Symphyotrichum lanceolatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lanceolatum ssp. lanceolatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lanceolatum ssp. lanceolatum var. latifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lateriflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lateriflorum var. horizontale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum lateriflorum var. lateriflorum";"Perennial";"Spring, Summer, Fall";"Green";5,2;7,2;26;60;"Intolerant";-38
"Symphyotrichum lowrieanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum novae-angliae";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum novi-belgii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum novi-belgii var. elodes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum novi-belgii var. novi-belgii";"Perennial";"Spring, Summer, Fall";"Green";5,5;7;40;60;"Intolerant";-33
"Symphyotrichum oblongifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum patens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum patens var. gracile";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum patens var. patens";"Perennial";"Spring, Summer, Fall";"Dark Green";4,9;6,9;30;55;"Tolerant";-38
"Symphyotrichum phlogifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum pilosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum pilosum var. pilosum";"Perennial";"Spring, Summer, Fall";"Green";5,4;7;28;50;"Tolerant";-33
"Symphyotrichum pilosum var. pringlei";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum praealtum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum praealtum var. angustior";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum prenanthoides";"Perennial";"Spring, Summer, Fall";"Green";5,5;7,2;30;50;"Intolerant";-38
"Symphyotrichum puniceum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum puniceum var. puniceum";"Perennial";"Spring, Summer, Fall";"Green";4,5;7,5;17;25;"Intolerant";-35
"Symphyotrichum racemosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum shortii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum subulatum";"Annual, Biennial";"Spring, Summer, Fall";"Green";5,6;7;16;50;"Intolerant";-3
"Symphyotrichum tenuifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum undulatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphyotrichum urophyllum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphytum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Symphytum asperum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symphytum officinale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Symplocarpus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Symplocarpus foetidus";"Perennial";"Spring";"Green";4;7;40;60;"Tolerant";-33
"Symplocos";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Symplocos tinctoria";"Perennial";"Spring and Summer";"Yellow-Green";4,5;6,5;40;100;"Tolerant";-22
"Syringa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Syringa ×persica";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Syringa vulgaris";"Perennial";"Spring and Summer";"Green";5,8;7,8;30;50;"Intermediate";-38
"Taenidia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Taenidia integerrima";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Taenidia montana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tagetes";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tagetes erecta";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tagetes minuta";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tagetes pusilla";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tanacetum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tanacetum balsamita";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tanacetum parthenium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tanacetum vulgare";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Taraxacum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Taraxacum laevigatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Taraxacum officinale";"Perennial";"Spring and Fall";"Green";4,8;7,5;12;55;"Intermediate";-38
"Taraxacum officinale ssp. officinale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Taxodium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Taxodium distichum";"Perennial";"Spring and Summer";"Green";4,5;6;40;65;"Intermediate";-18
"Taxus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Taxus canadensis";"Perennial";"Spring and Summer";"Green";5,3;7,5;12;50;"Tolerant";-28
"Teesdalia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Teesdalia nudicaulis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tephrosia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tephrosia purpurea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tephrosia spicata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tephrosia virginiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Teucrium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Teucrium canadense";"Perennial";"Spring and Summer";"White-Gray";4,5;8;20;60;"Intermediate";-43
"Teucrium canadense var. canadense";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Teucrium laciniatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum coriaceum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum dioicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum macrostylum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum revolutum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thalictrum thalictroides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thaspium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thaspium barbinode";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thaspium trifoliatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thaspium trifoliatum var. aureum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thelypteris";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thelypteris noveboracensis";"Perennial";"Spring";"Yellow-Green";4;7;30;60;"Tolerant";-28
"Thelypteris palustris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thelypteris palustris var. pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thelypteris simulata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Themeda";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Themeda arguens";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thermopsis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thermopsis villosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thlaspi";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thlaspi alliaceum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Thlaspi arvense";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Thuja";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thuja occidentalis";"Perennial";"Spring and Summer";"Green";5,2;7;35;55;"Intermediate";-33
"Thymus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thymus praecox";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thymus praecox ssp. arcticus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Thymus pulegioides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tiarella";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tiarella cordifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tiarella cordifolia var. collina";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tiarella cordifolia var. cordifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tilia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tilia americana";"Perennial";"Spring and Summer";"Green";4,5;7,5;21;80;"Tolerant";-46
"Tilia americana var. americana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tilia americana var. heterophylla";"Perennial";"Spring and Summer";"Green";5;6,6;35;80;"Tolerant";-21
"Tilia cordata";"Perennial";"Spring and Summer";"Green";4,8;7,2;30;60;"Intermediate";-33
"Tillandsia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tillandsia usneoides";"Perennial";"Spring and Summer";"White-Gray";6;6,9;40;75;"Tolerant";22
"Tipularia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tipularia discolor";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toona";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Toona ciliata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toona ciliata ssp. ciliata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toona ciliata ssp. ciliata var. australis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Torilis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Torilis arvensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Torilis arvensis ssp. arvensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Torilis japonica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Torilis nodosa";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Torreyochloa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Torreyochloa pallida";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Torreyochloa pallida var. pallida";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron radicans";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron radicans ssp. negundo";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron radicans ssp. radicans";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron rydbergii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Toxicodendron vernix";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trachelospermum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trachelospermum difforme";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tradescantia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tradescantia ohiensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tradescantia virginiana";"Perennial";"Spring";"Green";4;8;25;55;"Intermediate";-38
"Tragopogon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tragopogon dubius";"Annual, Biennial";"Spring and Summer";"Green";6,5;7,5;6;40;"Intolerant";-28
"Tragopogon lamottei";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tragopogon porrifolius";"Biennial";"Spring and Summer";"Green";5,2;7,8;14;55;"Intermediate";-28
"Tragus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tragus racemosus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trapa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trapa natans";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trautvetteria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trautvetteria caroliniensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trautvetteria caroliniensis var. caroliniensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triadenum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triadenum fraseri";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triadenum tubulosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triadenum virginicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triadenum walteri";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triantha";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triantha glutinosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triantha racemosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trianthema";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trianthema portulacastrum";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tribulus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tribulus terrestris";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trichomanes";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trichomanes intricatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trichophorum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trichophorum planifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trichostema";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trichostema brachiatum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trichostema dichotomum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trichostema setaceum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tridens";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tridens flavus";"Perennial";"Summer";"Green";4,5;6,5;17;60;"Intolerant";-23
"Tridens flavus var. flavus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trientalis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trientalis borealis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trientalis borealis ssp. borealis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium arvense";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium aureum";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium campestre";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium dubium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium hybridum";"Annual, Perennial";"Spring and Summer";"Green";5,6;7,5;26;60;"Intolerant";-38
"Trifolium incarnatum";"Annual";"Fall, Winter and Spring";"Green";5,5;7,5;32;65;"Intolerant";-7
"Trifolium medium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium pratense";"Biennial, Perennial";"Spring and Summer";"Green";5,5;7,6;18;65;"Intolerant";-34
"Trifolium reflexum";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium repens";"Perennial";"Spring, Summer, Fall";"Green";5,2;8;24;70;"Intolerant";-62
"Trifolium resupinatum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trifolium virginicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triglochin";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triglochin maritima";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triglochin striata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trigonella";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trigonella caerulea";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trigonella foenum-graecum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trillium cernuum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium cuneatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium erectum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium flexipes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium grandiflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium luteum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium nivale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium pusillum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium pusillum var. virginianum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium sessile";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Trillium undulatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triodanis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triodanis perfoliata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum angustifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum aurantiacum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum aurantiacum var. aurantiacum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum aurantiacum var. glaucescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triosteum perfoliatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triphora";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triphora trianthophora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Triplasis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triplasis purpurea";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tripleurospermum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tripleurospermum perforatum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Tripsacum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tripsacum dactyloides";"Perennial";"Spring and Summer";"Green";5,1;7,5;16;60;"Intolerant";-23
"Triticum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Triticum aestivum";"Annual";"Fall, Winter and Spring";"Green";5,5;8;10;100;"Tolerant";-28
"Tsuga";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tsuga canadensis";"Perennial";"Spring and Summer";"Dark Green";4,2;5,7;32;55;"Tolerant";-33
"Tulipa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tulipa sylvestris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Tussilago";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tussilago farfara";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Typha";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Typha angustifolia";"Perennial";"Spring";"Green";3,7;8,5;30;60;"Intolerant";-33
"Typha domingensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Typha ×glauca";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Typha latifolia";"Perennial";"Spring and Summer";"Green";5,5;8,7;14;180;"Intermediate";-36
"Ulmus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ulmus alata";"Perennial";"Spring and Summer";"Green";5;7;40;70;"Tolerant";-18
"Ulmus americana";"Perennial";"Spring and Summer";"Green";5;8;15;70;"Intermediate";-46
"Ulmus parvifolia";"Perennial";"Spring and Summer";"Green";4,8;7;16;55;"Intolerant";-13
"Ulmus procera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Ulmus pumila";"Perennial";"Spring and Summer";"Green";5,5;8;16;50;"Intolerant";-38
"Ulmus rubra";"Perennial";"Spring and Summer";"Green";5;7,5;21;83;"Tolerant";-43
"Ulmus thomasii";"Perennial";"Spring and Summer";"Green";4,5;7,2;22;60;"Intermediate";-46
"Uniola";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Uniola paniculata";"Perennial";"Spring and Summer";"Green";6;7,5;35;65;"Intolerant";7
"Urochloa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Urochloa distachya";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Urochloa mutica";"Perennial";"Year Round";"Green";5,3;8,7;30;200;"Intermediate";17
"Urochloa panicoides";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Urochloa plantaginea";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Urochloa platyphylla";"Annual";"Spring";"Green";5;7;40;60;"Intolerant";17
"Urochloa ramosa";"Annual, Perennial";"Spring and Summer";"Green";5,5;6,9;30;60;"Intolerant";52
"Urochloa reptans";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
